,Text,sentiment_scores,neg_score,neu_score,pos_score,compound_score,target
21295,dogs love treats . trouble rawhides chicken strips trouble .,"{'neg': 0.37, 'neu': 0.342, 'pos': 0.288, 'compound': -0.0516}",0.37,0.342,0.288,-0.0516,0
21683,"bottles leaking badly ; half product leaked bottom box . unfortunately returned , wasted money ordering .","{'neg': 0.55, 'neu': 0.45, 'pos': 0.0, 'compound': -0.875}",0.55,0.45,0.0,-0.875,0
22350,"got package afghanistan . cans damaged , packaging intact ? hmmm . cans damaged went ok. lost 5 .","{'neg': 0.403, 'neu': 0.398, 'pos': 0.199, 'compound': -0.6249}",0.403,0.398,0.199,-0.6249,0
22471,"bitter taste , flavor weak , worth money paid .","{'neg': 0.491, 'neu': 0.345, 'pos': 0.164, 'compound': -0.5859}",0.491,0.345,0.164,-0.5859,0
22747,"stuff crap . kills flowers , leaves & curdles week . waste time & money","{'neg': 0.56, 'neu': 0.44, 'pos': 0.0, 'compound': -0.836}",0.56,0.44,0.0,-0.836,0
23798,n't care 're natural fried . taste odd texture like packing material .,"{'neg': 0.426, 'neu': 0.423, 'pos': 0.151, 'compound': -0.5481}",0.426,0.423,0.151,-0.5481,0
24200,chips ( flavors variety pack ) really terrible . thrown away lot suffered eating . spiced nasty .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8805}",0.505,0.495,0.0,-0.8805,0
25077,great idea 2 puppies scared death thing . hopefully future change .,"{'neg': 0.366, 'neu': 0.269, 'pos': 0.366, 'compound': 0.0}",0.366,0.269,0.366,0.0,0
25980,"hobbnobs yummy . seriously . man , stop reading click add cart . regret ! want right !","{'neg': 0.384, 'neu': 0.369, 'pos': 0.248, 'compound': -0.3786}",0.384,0.369,0.248,-0.3786,0
26532,opened 's set expire another year awful rancid smelling . rancid grains toxic terribly irresponsible let problem persist food made babies ! ! wo n't buy products .,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.9627}",0.524,0.476,0.0,-0.9627,0
27169,crackers broken crumbs . felt like completly wasted money buying .,"{'neg': 0.426, 'neu': 0.405, 'pos': 0.169, 'compound': -0.5859}",0.426,0.405,0.169,-0.5859,0
27764,relatively unimpressed well disappointed given product melted many pieces damaged upon delivery .,"{'neg': 0.454, 'neu': 0.432, 'pos': 0.114, 'compound': -0.743}",0.454,0.432,0.114,-0.743,0
29778,"horrible taste ! ! ! even tastes smell like cinnamon , tried different brands worst ! ! ! ! !","{'neg': 0.455, 'neu': 0.415, 'pos': 0.13, 'compound': -0.8057}",0.455,0.415,0.13,-0.8057,0
30292,returned item contains palm oil . bad body bad planet .,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.7906}",0.5,0.5,0.0,-0.7906,0
30410,"smell coffee nasty . thought maybe taste little better , wrong ! honestly , waste hard earned money one .","{'neg': 0.432, 'neu': 0.356, 'pos': 0.212, 'compound': -0.6778}",0.432,0.356,0.212,-0.6778,0
30423,lot standard seeds bad great either . many bother eating go bad oh well,"{'neg': 0.398, 'neu': 0.339, 'pos': 0.263, 'compound': -0.4939}",0.398,0.339,0.263,-0.4939,0
30695,nothing apples . great ? love crunchy texture naturally sweet taste .,"{'neg': 0.425, 'neu': 0.383, 'pos': 0.192, 'compound': -0.5664}",0.425,0.383,0.192,-0.5664,0
30811,n't care 're natural fried . taste odd texture like packing material .,"{'neg': 0.426, 'neu': 0.423, 'pos': 0.151, 'compound': -0.5481}",0.426,0.423,0.151,-0.5481,0
31213,chips ( flavors variety pack ) really terrible . thrown away lot suffered eating . spiced nasty .,"{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.8805}",0.505,0.495,0.0,-0.8805,0
31777,"stuff vile , disgusting stuff 've ever tried . 's wrong many levels . texture odd , taste odd , nothing could salvage . sick sick sick ! ! !","{'neg': 0.432, 'neu': 0.35, 'pos': 0.218, 'compound': -0.8389}",0.432,0.35,0.218,-0.8389,0
33595,"horrible stuff , smell fishy , smells rotten , taste like metal , mushy , bad expensive tuna . get pass smell . rotten .","{'neg': 0.484, 'neu': 0.427, 'pos': 0.089, 'compound': -0.9022}",0.484,0.427,0.089,-0.9022,0
33844,awesome service ! accidentally ordered wrong size exchange product quickly without problems . thanks !,"{'neg': 0.389, 'neu': 0.32, 'pos': 0.291, 'compound': -0.2805}",0.389,0.32,0.291,-0.2805,0
33929,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
33944,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
33955,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
35942,"unflavored stuff fine , flavor totally gross . tastes like chewing dirty gym socks something . avoid ! ! !","{'neg': 0.409, 'neu': 0.392, 'pos': 0.199, 'compound': -0.7008}",0.409,0.392,0.199,-0.7008,0
36489,disappointment ! taste terrible texture discusting . would ruin good dish adding . never buy . nasty !,"{'neg': 0.438, 'neu': 0.325, 'pos': 0.237, 'compound': -0.7149}",0.438,0.325,0.237,-0.7149,0
36619,miracle noodles ! fact worst thing ever attempted eat life . horrible n't even care returning ! laughs gave friends gag !,"{'neg': 0.39, 'neu': 0.318, 'pos': 0.292, 'compound': -0.5274}",0.39,0.318,0.292,-0.5274,0
37646,gotten bad household hide bag . never miss week without bag treats hand . gotten worse find chocholate pomegrantes even walgreens ! help ! shamefully delicious impossible avoid .,"{'neg': 0.421, 'neu': 0.38, 'pos': 0.199, 'compound': -0.8302}",0.421,0.38,0.199,-0.8302,0
38147,nuts opened package rancid . amazon nice refunding us money .,"{'neg': 0.379, 'neu': 0.327, 'pos': 0.294, 'compound': -0.3182}",0.379,0.327,0.294,-0.3182,0
38496,thought everyone overeacting . wrong ! ! ! ! ! ! ! ! worst chocolate . tastes like lard . please waste money . send back .,"{'neg': 0.447, 'neu': 0.36, 'pos': 0.192, 'compound': -0.811}",0.447,0.36,0.192,-0.811,0
39346,bit disappointed product . 've soy nuts much better also nuts fresh soft .,"{'neg': 0.387, 'neu': 0.352, 'pos': 0.261, 'compound': -0.3612}",0.387,0.352,0.261,-0.3612,0
39476,"n't like strong coffee n't favorite . like bold coffee , like one . son likes & recommended . sent .","{'neg': 0.541, 'neu': 0.277, 'pos': 0.182, 'compound': -0.7962}",0.541,0.277,0.182,-0.7962,0
39717,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
39840,"'m poor car , poor order wheatgrass internet . irony ? depends !","{'neg': 0.562, 'neu': 0.438, 'pos': 0.0, 'compound': -0.7712}",0.562,0.438,0.0,-0.7712,0
40073,"trap far worst gopher trap ever purchased . trap engage . order get credit , would lose headaches anythig else . save money .","{'neg': 0.416, 'neu': 0.334, 'pos': 0.249, 'compound': -0.6705}",0.416,0.334,0.249,-0.6705,0
40519,"waste money , item late , package torn , tea terrible , good product opinion bad handling .","{'neg': 0.511, 'neu': 0.359, 'pos': 0.13, 'compound': -0.8176}",0.511,0.359,0.13,-0.8176,0
40534,purchased tea told helps excess gas tea made worsen gas problem . disappointed purchase,"{'neg': 0.44, 'neu': 0.435, 'pos': 0.126, 'compound': -0.7579}",0.44,0.435,0.126,-0.7579,0
40545,tea tastes nasty . maybe dont like sage made gag !,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.8127}",0.583,0.417,0.0,-0.8127,0
40728,item nasty got less half bar. < br / > texture awful taste horrid .,"{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.8779}",0.558,0.442,0.0,-0.8779,0
41199,candy okay . wrappers terrible . difficult unwrap . reason alone would buy .,"{'neg': 0.49, 'neu': 0.387, 'pos': 0.123, 'compound': -0.6908}",0.49,0.387,0.123,-0.6908,0
41461,"negative pay tn sales tax end year , fault merchant .","{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.7783}",0.565,0.435,0.0,-0.7783,0
41619,"big disappointment ! ! ! ! ! 'm glad amazon makes good bad product . return got sick drinking it. < br / > < br / > mfg . date indicated , could problem too. < br / > < br / > maybe got bad batch , horrible ! ! !","{'neg': 0.432, 'neu': 0.412, 'pos': 0.156, 'compound': -0.9368}",0.432,0.412,0.156,-0.9368,0
42586,good still contain sugar alcohols create bad gas worse .,"{'neg': 0.398, 'neu': 0.301, 'pos': 0.301, 'compound': -0.3818}",0.398,0.301,0.301,-0.3818,0
43661,"licorice addict , n't better twizzlers , might worse .","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6711}",0.524,0.476,0.0,-0.6711,0
44747,"product looks good tastes awful . ruin cocoa ? emerald . adult treat appears , something kiddies love . way much fake vanilla enough 'get ' cocoa flavor . serious disappointment . awful .","{'neg': 0.404, 'neu': 0.37, 'pos': 0.226, 'compound': -0.7717}",0.404,0.37,0.226,-0.7717,0
45017,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
45975,"nasty . leaves mushy , stuffing ( rice ) tastes awful bitter . stomach hurt . n't bother buying .","{'neg': 0.561, 'neu': 0.35, 'pos': 0.089, 'compound': -0.8948}",0.561,0.35,0.089,-0.8948,0
46032,"sorry long delay , really like write negative comments , delivered mother-in-law , stale bad . threw .","{'neg': 0.506, 'neu': 0.366, 'pos': 0.128, 'compound': -0.8058}",0.506,0.366,0.128,-0.8058,0
46131,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
46936,"12-year old cairn terrier , never met treat n't like , loves . since tends overweight , n't feel guilty giving . low calories , satisfy keep happy , .","{'neg': 0.389, 'neu': 0.361, 'pos': 0.251, 'compound': -0.4534}",0.389,0.361,0.251,-0.4534,0
47262,stunned much cats love whiskas temptations . flavors n't thrilling one winner .,"{'neg': 0.385, 'neu': 0.384, 'pos': 0.23, 'compound': -0.2086}",0.385,0.384,0.23,-0.2086,0
47569,helps u lose weight kill pain. < br / > might take 2 3 containers indian summer tart cherry juice start feeling affects pain killing . drink 2 3 glasses tart cherry juice day ( 8-10 oz glasses ) . instead killing stomach aspirin destroying liver tylenol drink start cherry juice natural way killing pain. < br / > health ! ! !,"{'neg': 0.469, 'neu': 0.443, 'pos': 0.089, 'compound': -0.9853}",0.469,0.443,0.089,-0.9853,0
49425,gross . like chomping chunk salt . regret wasting money purchase future,"{'neg': 0.503, 'neu': 0.351, 'pos': 0.146, 'compound': -0.7269}",0.503,0.351,0.146,-0.7269,0
49598,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
49908,"least tolerate foods , bars bad threw away . disappointing .","{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.7717}",0.528,0.472,0.0,-0.7717,0
50890,disappointed . made cat sick . total waste money . back eating tuna girl . ca n't afford waste money .,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.9001}",0.5,0.5,0.0,-0.9001,0
51060,dog ate product packaged thailand got immediately sick . threw worried something nasty .,"{'neg': 0.503, 'neu': 0.497, 'pos': 0.0, 'compound': -0.8442}",0.503,0.497,0.0,-0.8442,0
51083,bought rice reviews said good . wrong ! ! ! ! ! ! ! ! ! ! ! ! ! junk nasty ! ! ! ! ! ! !,"{'neg': 0.499, 'neu': 0.317, 'pos': 0.184, 'compound': -0.7156}",0.499,0.317,0.184,-0.7156,0
53522,product expected used . unfortunately top damaged shipping .,"{'neg': 0.477, 'neu': 0.36, 'pos': 0.162, 'compound': -0.5423}",0.477,0.36,0.162,-0.5423,0
54468,love product one cans damanaged leaked contents box . horrible smell mess clean !,"{'neg': 0.382, 'neu': 0.311, 'pos': 0.307, 'compound': -0.1759}",0.382,0.311,0.307,-0.1759,0
54733,n't like - strong smell - strong . smelled like campfire somthing .,"{'neg': 0.658, 'neu': 0.342, 'pos': 0.0, 'compound': -0.8236}",0.658,0.342,0.0,-0.8236,0
54756,"expiration date bottle . oil hard , warmed get anything bottle , smelled really bad rancid . awful experience .","{'neg': 0.503, 'neu': 0.411, 'pos': 0.086, 'compound': -0.8789}",0.503,0.411,0.086,-0.8789,0
55061,gross . like chomping chunk salt . regret wasting money purchase future,"{'neg': 0.503, 'neu': 0.351, 'pos': 0.146, 'compound': -0.7269}",0.503,0.351,0.146,-0.7269,0
55303,"trusted good reviews , tastes awful bad aftertaste . yuk .","{'neg': 0.394, 'neu': 0.242, 'pos': 0.364, 'compound': -0.128}",0.394,0.242,0.364,-0.128,0
56351,bought cause stinky riot clear room . worked exactly intended . regrets . highly recommended !,"{'neg': 0.432, 'neu': 0.34, 'pos': 0.228, 'compound': -0.6368}",0.432,0.34,0.228,-0.6368,0
57836,haribo gummi bears stuck together horrible . worst experience amazon . worst part whole process return defective product .,"{'neg': 0.587, 'neu': 0.353, 'pos': 0.06, 'compound': -0.9423}",0.587,0.353,0.06,-0.9423,0
58241,dishonest vendor . received damaged package . throw away contents damaged packaging . refused rectify . wasted $ 50 .,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.9313}",0.623,0.377,0.0,-0.9313,0
58448,product awful ! ! ! ! ! ! ! ! ! dry sticked teeth made gag ! ! !,"{'neg': 0.568, 'neu': 0.432, 'pos': 0.0, 'compound': -0.7627}",0.568,0.432,0.0,-0.7627,0
58782,idiot . told twice want cancel order . basically ignored request sent item .,"{'neg': 0.478, 'neu': 0.44, 'pos': 0.082, 'compound': -0.743}",0.478,0.44,0.082,-0.743,0
58834,"dogs love , mess , gas , choking , cruelty . perfect tooth brushing session .","{'neg': 0.422, 'neu': 0.224, 'pos': 0.354, 'compound': -0.128}",0.422,0.224,0.354,-0.128,0
60889,horrible experience . many bottles broken . coke leaked everywhere making mess . front porch stained leak. < br / > scrubbing n't helped rent pressure washer . beyond angry,"{'neg': 0.489, 'neu': 0.457, 'pos': 0.054, 'compound': -0.935}",0.489,0.457,0.054,-0.935,0
61466,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
61655,"worst loose tea ever . love stash teabags , english breakfast , bitter smooth.save money","{'neg': 0.43, 'neu': 0.374, 'pos': 0.196, 'compound': -0.6124}",0.43,0.374,0.196,-0.6124,0
62026,tea good price/bag reason n't great even strong flavor .,"{'neg': 0.403, 'neu': 0.403, 'pos': 0.195, 'compound': -0.476}",0.403,0.403,0.195,-0.476,0
62289,tea good price/bag reason n't great even strong flavor .,"{'neg': 0.403, 'neu': 0.403, 'pos': 0.195, 'compound': -0.476}",0.403,0.403,0.195,-0.476,0
62425,"melts mouth , could n't taste better , love , love , love . reason gave three stars high price .","{'neg': 0.532, 'neu': 0.468, 'pos': 0.0, 'compound': -0.9102}",0.532,0.468,0.0,-0.9102,0
63707,honestly understand raving reviews product . horribly bitter . downright nasty bitter . would waste money . smooth flavor .,"{'neg': 0.562, 'neu': 0.328, 'pos': 0.109, 'compound': -0.9081}",0.562,0.328,0.109,-0.9081,0
66726,tastes terrible . used flavored protein strong flavor really gross hard mask . wasted $ 25 . : /,"{'neg': 0.502, 'neu': 0.353, 'pos': 0.146, 'compound': -0.7947}",0.502,0.353,0.146,-0.7947,0
67590,coffee n't sweet hoped great little creamer added . bad choice .,"{'neg': 0.651, 'neu': 0.349, 'pos': 0.0, 'compound': -0.8805}",0.651,0.349,0.0,-0.8805,0
67627,"sadly , flavor artificial smell much desired . disappointing worth money imho .","{'neg': 0.375, 'neu': 0.375, 'pos': 0.25, 'compound': -0.4588}",0.375,0.375,0.25,-0.4588,0
68115,tastes terrible . used flavored protein strong flavor really gross hard mask . wasted $ 25 . : /,"{'neg': 0.502, 'neu': 0.353, 'pos': 0.146, 'compound': -0.7947}",0.502,0.353,0.146,-0.7947,0
68185,"salty . even worst problems . weird texture ( cooked perfectly ) tastes horrible . n't eaten pork rinds , please stay away . even worst popcorn tastes better .","{'neg': 0.408, 'neu': 0.354, 'pos': 0.238, 'compound': -0.7717}",0.408,0.354,0.238,-0.7717,0
69233,bars horrible ! thought gotten used gf food bad worse !,"{'neg': 0.64, 'neu': 0.36, 'pos': 0.0, 'compound': -0.893}",0.64,0.36,0.0,-0.893,0
69626,tea good price/bag reason n't great even strong flavor .,"{'neg': 0.403, 'neu': 0.403, 'pos': 0.195, 'compound': -0.476}",0.403,0.403,0.195,-0.476,0
70353,"us bad reactions crap put food , shame shame lipton","{'neg': 0.711, 'neu': 0.289, 'pos': 0.0, 'compound': -0.9062}",0.711,0.289,0.0,-0.9062,0
71285,"since ordered 6 trying first offering periodically never . honestly blame , pretty gross .","{'neg': 0.476, 'neu': 0.406, 'pos': 0.118, 'compound': -0.7329}",0.476,0.406,0.118,-0.7329,0
71611,wow ! mouth fire ! think need call ambulance pop couple hellish nuts mouth . looking hellfire damnation side brimstone ? look !,"{'neg': 0.443, 'neu': 0.431, 'pos': 0.126, 'compound': -0.8617}",0.443,0.431,0.126,-0.8617,0
